"publisher";"date";"impressions";"pageviews";"likes";"followers";"comments";"in_app_pageviews";"shares";"register_followers"
"Check Your Fact";"2025-08-17";0;0;0;0;0;0;0;0
"DPA";"2025-08-17";121933;6539;7841;21;513;6417;196;0
"Raw Story";"2025-08-17";2131661;471057;14492;172;8156;464231;3780;0
"NFL Analysis Network";"2025-08-17";35641;3553;38;5;15;3513;6;0
"NBA Analysis Network";"2025-08-18";41746;4699;66;11;13;4674;11;0
"Alternet";"2025-08-18";1265000;238634;7148;265;4108;237363;2129;0
"Stocktwits";"2025-08-18";51133;5747;137;2;57;5686;93;0
"On3.com";"2025-08-18";1114228;81474;1277;107;240;79290;367;0
"East Idaho News";"2025-08-18";3833;84;2;1;0;78;0;0
"DPA";"2025-08-18";106452;10346;6606;31;680;10250;186;0
"Raw Story";"2025-08-18";3714873;644226;14254;397;12465;638652;5559;0
"NFL Analysis Network";"2025-08-18";23440;2313;49;5;26;2302;11;0
"NBA Analysis Network";"2025-08-19";44222;4257;84;9;14;4254;19;0
"Alternet";"2025-08-19";780597;148117;8454;257;4779;145496;2685;0
"Stocktwits";"2025-08-19";73460;6371;702;9;148;6276;109;0
"On3.com";"2025-08-19";824228;58398;971;88;206;55646;283;0
"East Idaho News";"2025-08-19";137;11;0;0;0;8;0;0
"Check Your Fact";"2025-08-19";0;0;0;0;0;0;0;0
"DPA";"2025-08-19";164629;11014;5896;37;496;10851;214;0
"Raw Story";"2025-08-19";2309705;430534;11933;201;9116;422042;4597;0
"NFL Analysis Network";"2025-08-19";52187;8821;58;11;23;8871;15;0
"NBA Analysis Network";"2025-08-20";44681;3556;52;9;6;3552;12;0
"Alternet";"2025-08-20";866771;212445;11468;224;4795;188448;2497;0
"Stocktwits";"2025-08-20";93078;11178;850;6;210;11138;187;0
"On3.com";"2025-08-20";729236;54414;761;79;243;51940;255;0
"East Idaho News";"2025-08-20";104;8;1;0;0;5;0;0
"Check Your Fact";"2025-08-20";0;0;0;0;0;0;0;0
"Raw Story";"2025-08-20";3094664;548026;22534;301;12955;541962;6819;0
"DPA";"2025-08-20";145173;9809;6689;32;429;9722;206;0
"NFL Analysis Network";"2025-08-20";34880;3541;19;14;12;3534;12;0
"NBA Analysis Network";"2025-08-21";47991;4533;44;7;11;4490;10;0
"Alternet";"2025-08-21";775822;155400;12300;197;3940;154029;2014;0
"Stocktwits";"2025-08-21";209033;23334;2109;34;1041;23300;318;0
"East Idaho News";"2025-08-21";3963;633;2;1;0;600;2;0
"On3.com";"2025-08-21";1016010;88518;1000;103;357;85375;429;0
"DPA";"2025-08-21";181962;15329;5384;45;424;15202;236;0
"Raw Story";"2025-08-21";3268770;595120;20971;312;11633;586368;6443;0
"NFL Analysis Network";"2025-08-21";32451;3500;38;5;15;3457;15;0
"NBA Analysis Network";"2025-08-22";52625;4346;47;15;6;4325;16;0
"Alternet";"2025-08-22";911582;172489;9313;242;3959;171145;1947;0
"Stocktwits";"2025-08-22";186610;16631;1070;31;331;16534;106;0
"East Idaho News";"2025-08-22";1747;413;1;1;0;375;5;0
"On3.com";"2025-08-22";872230;78598;935;123;296;75464;361;0
"Check Your Fact";"2025-08-22";0;0;0;0;0;0;0;0
"Raw Story";"2025-08-22";3700998;612116;17089;254;8053;605130;5139;0
"DPA";"2025-08-22";124113;8400;3939;34;401;8226;182;0
"NFL Analysis Network";"2025-08-22";30949;3246;27;8;4;3221;19;0
"NBA Analysis Network";"2025-08-23";100854;10562;85;25;17;10605;27;0
"Alternet";"2025-08-23";2211256;277891;8135;400;6412;272587;4528;0
"Stocktwits";"2025-08-23";61800;5663;559;14;102;5642;37;0
"East Idaho News";"2025-08-23";1016;194;2;0;0;192;0;0
"On3.com";"2025-08-23";982830;83438;965;104;328;80758;407;0
"Check Your Fact";"2025-08-23";0;0;0;0;0;0;0;0
"Raw Story";"2025-08-23";3327333;557388;16482;255;7291;549070;4951;0
"DPA";"2025-08-23";127093;8433;3540;42;325;8338;174;0
"NFL Analysis Network";"2025-08-23";39646;3799;45;10;3;3801;14;0
"France24";"2025-08-24";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-08-24";40312;2909;41;6;18;2873;6;0
"Alternet";"2025-08-24";1810978;267221;6457;453;4473;262764;2641;0
"Stocktwits";"2025-08-24";36370;3480;292;3;34;3450;27;0
"East Idaho News";"2025-08-24";7397;172;3;2;0;164;0;0
"On3.com";"2025-08-24";1684081;137054;1232;141;683;132608;588;0
"Check Your Fact";"2025-08-24";0;0;0;0;0;0;0;0
"Raw Story";"2025-08-24";3783660;701263;21841;301;12420;690329;7606;0
"DPA";"2025-08-24";154001;9494;6023;39;408;9365;212;0
"NFL Analysis Network";"2025-08-24";77403;8503;113;27;120;8502;21;0
"France24";"2025-08-25";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-08-25";25766;1805;24;4;6;1775;6;0
"Alternet";"2025-08-25";3151815;327959;7290;484;6258;320681;3535;0
"Stocktwits";"2025-08-25";104814;8294;490;13;257;8141;112;0
"East Idaho News";"2025-08-25";1129;43;1;0;0;41;0;0
"On3.com";"2025-08-25";1244313;91164;1045;126;322;87659;431;0
"Check Your Fact";"2025-08-25";0;0;0;0;0;0;0;0
"Raw Story";"2025-08-25";2951178;566609;18369;206;8038;553582;4303;0
"DPA";"2025-08-25";76877;4201;2571;27;366;4136;74;0
"NFL Analysis Network";"2025-08-25";25415;2187;32;5;10;2146;4;0
"France24";"2025-08-26";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-08-26";27934;2663;33;3;8;2705;10;0
"Alternet";"2025-08-26";1863402;255963;14117;358;6934;250164;4277;0
"Stocktwits";"2025-08-26";122758;10108;1078;20;394;9953;249;0
"On3.com";"2025-08-26";1440736;111085;939;89;310;107974;432;0
"East Idaho News";"2025-08-26";203;21;0;0;0;19;0;0
"Check Your Fact";"2025-08-26";0;0;0;0;0;0;0;0
"Raw Story";"2025-08-26";1864097;358009;17836;77;7234;345181;3737;0
"DPA";"2025-08-26";70961;5357;2421;4;273;5295;190;0
"NFL Analysis Network";"2025-08-26";20266;1494;16;9;6;1482;3;0
"France24";"2025-08-27";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-08-27";62231;8370;53;17;13;8428;12;0
"Alternet";"2025-08-27";1080597;212753;14193;264;4808;211377;2897;0
"Stocktwits";"2025-08-27";329151;37107;1868;27;626;36952;321;0
"On3.com";"2025-08-27";849408;66759;878;99;237;63482;313;0
"East Idaho News";"2025-08-27";200;35;0;1;0;31;0;0
"Raw Story";"2025-08-27";1753422;359119;18706;128;6966;352319;4070;0
"DPA";"2025-08-27";84734;6080;2967;12;245;5993;107;0
"NFL Analysis Network";"2025-08-27";68447;10370;55;15;66;10377;12;0
"France24";"2025-08-28";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-08-28";62536;6074;61;11;14;6093;10;0
"Alternet";"2025-08-28";1385015;271499;10221;311;3981;270000;2815;0
"Stocktwits";"2025-08-28";673967;64159;2298;79;757;63131;596;0
"On3.com";"2025-08-28";1207225;84687;1062;95;361;80959;537;0
"East Idaho News";"2025-08-28";197;33;0;0;0;31;0;0
"Check Your Fact";"2025-08-28";0;0;0;0;0;0;0;0
"Raw Story";"2025-08-28";1829422;394039;15937;134;5995;389401;3553;0
"DPA";"2025-08-28";244968;21744;3710;70;277;21503;387;0
"NFL Analysis Network";"2025-08-28";39653;4641;48;9;3;4640;9;0
"France24";"2025-08-29";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-08-29";44915;3709;38;16;7;3721;7;0
"Alternet";"2025-08-29";2532324;295110;9940;314;3648;289709;2594;0
"Stocktwits";"2025-08-29";152250;20285;2366;26;660;19804;178;0
"On3.com";"2025-08-29";1085098;91413;951;98;299;86608;415;0
"East Idaho News";"2025-08-29";163;20;0;0;0;20;0;0
"Check Your Fact";"2025-08-29";0;0;0;0;0;0;0;0
"Raw Story";"2025-08-29";2488674;474837;21299;222;6218;469323;4549;0
"DPA";"2025-08-29";233056;20946;5006;62;353;20740;450;0
"NFL Analysis Network";"2025-08-29";19443;2351;11;8;1;2327;6;0
"France24";"2025-08-30";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-08-30";84928;9908;73;25;39;9971;15;0
"Alternet";"2025-08-30";705917;160344;7317;194;2503;158800;1449;0
"Stocktwits";"2025-08-30";64618;7285;1305;14;213;7223;94;0
"On3.com";"2025-08-30";1196474;101963;1125;148;340;98405;400;0
"East Idaho News";"2025-08-30";90;14;0;0;0;12;0;0
"Raw Story";"2025-08-30";3309362;542395;22003;219;8635;535117;5984;0
"Check Your Fact";"2025-08-30";0;0;0;0;0;0;0;0
"DPA";"2025-08-30";286254;22474;8622;77;666;22207;598;0
"NFL Analysis Network";"2025-08-30";7493;829;11;3;4;827;1;0
"France24";"2025-08-31";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-08-31";228963;26965;177;54;61;27186;55;0
"Alternet";"2025-08-31";1607607;122882;6820;159;2793;122228;1422;0
"Stocktwits";"2025-08-31";27102;3139;587;6;157;3115;41;0
"On3.com";"2025-08-31";1495530;113299;1364;159;421;106844;475;0
"East Idaho News";"2025-08-31";11129;314;34;2;8;306;2;0
"Raw Story";"2025-08-31";5767658;715044;19901;345;11272;702436;8414;0
"Check Your Fact";"2025-08-31";0;0;0;0;0;0;0;0
"DPA";"2025-08-31";190308;13429;5387;72;363;13272;351;0
"NFL Analysis Network";"2025-08-31";39045;6550;36;10;25;6574;17;0
"France24";"2025-09-01";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-09-01";162904;18215;144;32;51;18177;50;0
"Alternet";"2025-09-01";1293895;226951;5845;231;4036;226164;2046;0
"Stocktwits";"2025-09-01";19908;1558;64;5;20;1533;12;0
"On3.com";"2025-09-01";1504193;97805;1831;171;384;91647;613;0
"East Idaho News";"2025-09-01";3266;93;9;1;3;88;1;0
"Raw Story";"2025-09-01";1743961;367016;11811;140;7337;358268;4533;0
"Check Your Fact";"2025-09-01";0;0;0;0;0;0;0;0
"DPA";"2025-09-01";232519;14074;8498;63;519;13915;461;0
"NFL Analysis Network";"2025-09-01";128794;23256;85;40;67;23340;30;0
"France24";"2025-09-02";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-09-02";85691;11563;87;18;133;11548;38;0
"Alternet";"2025-09-02";773089;171451;7792;184;3220;169345;1862;0
"Stocktwits";"2025-09-02";64174;6558;350;8;108;6470;82;0
"On3.com";"2025-09-02";1118960;64122;1377;88;303;58727;362;0
"East Idaho News";"2025-09-02";490;26;3;1;1;25;0;0
"Check Your Fact";"2025-09-02";0;0;0;0;0;0;0;0
"Raw Story";"2025-09-02";2707828;513945;13560;228;8650;501594;4028;0
"DPA";"2025-09-02";205784;16553;7879;58;639;16446;449;0
"NFL Analysis Network";"2025-09-02";79549;9455;72;13;66;9368;36;0
"France24";"2025-09-03";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-09-03";65313;7713;57;14;27;7724;30;0
"Alternet";"2025-09-03";1058043;220643;11513;248;5382;213234;2816;0
"Stocktwits";"2025-09-03";150797;18376;572;10;288;18279;142;0
"On3.com";"2025-09-03";906693;67541;1683;61;481;62895;337;0
"East Idaho News";"2025-09-03";86;1;1;0;0;1;0;0
"Check Your Fact";"2025-09-03";1;0;0;0;0;0;0;0
"Raw Story";"2025-09-03";2780733;510334;21407;225;9297;492961;5769;0
"DPA";"2025-09-03";99196;6134;3592;29;313;6031;152;0
"NFL Analysis Network";"2025-09-03";58405;6203;60;15;23;6140;16;0
"France24";"2025-09-04";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-09-04";49129;5800;36;11;21;5846;18;0
"Alternet";"2025-09-04";1190134;265394;17218;345;5292;264413;3304;0
"Stocktwits";"2025-09-04";164369;21024;1150;16;276;20969;129;0
"On3.com";"2025-09-04";1036192;74602;1880;69;454;69978;337;0
"East Idaho News";"2025-09-04";1608;29;1;0;0;24;0;0
"Check Your Fact";"2025-09-04";0;0;0;0;0;0;0;0
"Raw Story";"2025-09-04";2458710;530570;23244;237;10497;521391;6723;0
"DPA";"2025-09-04";134837;11006;3611;53;338;10942;305;0
"NFL Analysis Network";"2025-09-04";42928;5318;43;14;39;5267;13;0
"France24";"2025-09-05";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-09-05";32107;3430;25;12;7;3431;8;0
"Alternet";"2025-09-05";1354940;308148;16843;414;5909;306619;3581;0
"Stocktwits";"2025-09-05";87302;11713;990;11;285;11671;69;0
"On3.com";"2025-09-05";1526594;108309;1902;108;378;103979;452;0
"East Idaho News";"2025-09-05";376;6;0;0;0;4;0;0
"Check Your Fact";"2025-09-05";0;0;0;0;0;0;0;0
"Raw Story";"2025-09-05";2112935;449052;20348;153;8155;441776;5067;0
"DPA";"2025-09-05";967036;52913;2848;170;418;51710;681;0
"NFL Analysis Network";"2025-09-05";32329;2932;33;13;30;2865;4;0
"France24";"2025-09-06";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-09-06";41996;2673;31;7;4;2693;11;0
"Alternet";"2025-09-06";1202389;253053;13575;352;4191;251538;2832;0
"Stocktwits";"2025-09-06";37376;3836;1112;8;143;3831;32;0
"On3.com";"2025-09-06";1280491;76691;1672;67;198;71463;323;0
"East Idaho News";"2025-09-06";39;2;0;1;0;1;0;0
"Check Your Fact";"2025-09-06";0;0;0;0;0;0;0;0
"Raw Story";"2025-09-06";1765775;430545;19119;132;7160;424102;4943;0
"DPA";"2025-09-06";549867;26099;2804;107;424;25287;277;0
"NFL Analysis Network";"2025-09-06";9458;479;11;1;1;474;4;0
"France24";"2025-09-07";0;0;0;0;0;0;0;0
"NBA Analysis Network";"2025-09-07";47277;4362;124;10;12;4391;15;0
"Alternet";"2025-09-07";674874;139592;9129;198;2835;137785;1713;0
"Stocktwits";"2025-09-07";15156;1112;380;0;36;1100;21;0
"On3.com";"2025-09-07";2261229;134024;2581;183;354;127557;568;0
"East Idaho News";"2025-09-07";45;2;0;0;0;2;0;0
"Raw Story";"2025-09-07";2124115;508424;18555;162;6978;503811;5125;0
"DPA";"2025-09-07";182377;15391;4121;50;437;15197;207;0
"NFL Analysis Network";"2025-09-07";16248;1980;25;8;5;1997;5;0
"France24";"2025-09-08";71440;1187;422;11;48;1165;10;0
"NBA Analysis Network";"2025-09-08";46595;5979;138;15;13;5956;27;0
"Alternet";"2025-09-08";432786;92842;5898;122;2049;91995;1158;0
"Stocktwits";"2025-09-08";198454;25113;697;29;308;25073;208;0
"On3.com";"2025-09-08";1158051;84431;1885;116;417;79948;381;0
"East Idaho News";"2025-09-08";39;2;0;0;0;2;0;0
"Check Your Fact";"2025-09-08";1;0;0;0;0;0;0;0
"Raw Story";"2025-09-08";3377399;610138;17832;240;8291;601902;6085;0
"DPA";"2025-09-08";122076;10282;4366;22;398;10183;188;0
"NFL Analysis Network";"2025-09-08";43353;5189;83;11;21;5179;17;0
"France24";"2025-09-09";294427;9130;6529;57;715;8952;164;0
"NBA Analysis Network";"2025-09-09";56238;6054;143;8;24;6035;21;0
"Alternet";"2025-09-09";813587;190910;7451;195;3652;190394;1639;0
"Stocktwits";"2025-09-09";159313;16975;1450;26;338;16918;238;0
"On3.com";"2025-09-09";818787;57855;913;65;193;55128;306;0
"East Idaho News";"2025-09-09";177;7;0;0;0;6;1;0
"Check Your Fact";"2025-09-09";1;0;0;0;0;0;0;0
"Raw Story";"2025-09-09";3403337;652468;17401;273;9994;637978;6436;0
"DPA";"2025-09-09";88576;5394;3717;18;278;5309;156;0
"NFL Analysis Network";"2025-09-09";31888;3309;47;7;7;3295;8;0
"France24";"2025-09-10";29797;1111;2018;11;122;984;20;0
"NBA Analysis Network";"2025-09-10";37694;3062;62;7;19;3022;11;0
"Alternet";"2025-09-10";602992;128721;6666;136;3439;127720;1289;0
"Stocktwits";"2025-09-10";558836;17511;762;24;178;17342;157;0
"On3.com";"2025-09-10";969710;69560;964;104;263;66933;284;0
"East Idaho News";"2025-09-10";106;5;0;0;0;3;1;0
"Check Your Fact";"2025-09-10";0;0;0;0;0;0;0;0
"Raw Story";"2025-09-10";3733140;650570;23464;292;15655;641696;8090;0
"DPA";"2025-09-10";119293;8355;5312;18;391;8249;205;0
"NFL Analysis Network";"2025-09-10";61337;5599;45;20;14;5547;18;0
"France24";"2025-09-11";36324;803;1088;12;78;773;29;0
"NBA Analysis Network";"2025-09-11";52520;3965;35;15;13;3984;19;0
"Alternet";"2025-09-11";1618078;313368;17239;341;9684;310169;2824;0
"Stocktwits";"2025-09-11";252935;30418;826;28;309;30166;411;0
"On3.com";"2025-09-11";1115989;78527;798;79;188;75513;378;0
"East Idaho News";"2025-09-11";7443;598;2;0;2;590;4;0
"Check Your Fact";"2025-09-11";0;0;0;0;0;0;0;0
"Raw Story";"2025-09-11";3755587;700422;28359;362;18212;689290;7359;0
"DPA";"2025-09-11";85447;4781;4894;20;290;4726;161;0
"NFL Analysis Network";"2025-09-11";24555;3050;23;8;6;3033;5;0
"France24";"2025-09-12";41145;2331;255;10;38;2312;27;0
"NBA Analysis Network";"2025-09-12";34377;2706;18;4;2;2720;12;0
"Alternet";"2025-09-12";1993579;406996;20722;482;11395;400042;4048;0
"Stocktwits";"2025-09-12";214839;21774;595;29;153;21511;235;0
"On3.com";"2025-09-12";809696;57859;764;73;164;55789;302;0
"East Idaho News";"2025-09-12";31624;1039;7;3;1;961;5;0
"Check Your Fact";"2025-09-12";1;0;0;0;0;0;0;0
"Raw Story";"2025-09-12";4169403;751488;24615;417;12678;739417;6142;0
"DPA";"2025-09-12";107534;5983;6031;27;221;5890;204;0
"NFL Analysis Network";"2025-09-12";26222;4050;14;4;6;4043;10;0
"France24";"2025-09-13";442695;34187;1510;75;181;33801;210;0
"NBA Analysis Network";"2025-09-13";20734;2645;19;2;7;2659;4;0
"Alternet";"2025-09-13";1260063;253842;13346;411;6774;250507;2613;0
"Stocktwits";"2025-09-13";128811;11054;404;19;147;10933;180;0
"On3.com";"2025-09-13";960580;75006;1274;92;275;71078;349;0
"East Idaho News";"2025-09-13";2212;219;10;0;1;177;2;0
"Raw Story";"2025-09-13";2948437;546419;19520;262;12699;534742;4110;0
"DPA";"2025-09-13";124335;7146;4213;27;254;7066;146;0
"NFL Analysis Network";"2025-09-13";26988;3002;19;3;5;2993;7;0
"Fangoria";"2025-09-14";0;0;0;0;0;0;0;0
"Bloody Elbow";"2025-09-14";0;0;0;0;0;0;0;0
"Cointelegraph";"2025-09-14";0;0;0;0;0;0;0;0
"France24";"2025-09-14";503131;19314;4387;67;829;18565;206;0
"NBA Analysis Network";"2025-09-14";44636;3640;93;10;8;3658;4;0
"Alternet";"2025-09-14";1692087;261474;12887;496;6563;260332;2891;0
"Stocktwits";"2025-09-14";86856;7251;246;14;104;7137;77;0
"On3.com";"2025-09-14";1447661;114574;1519;132;349;109512;392;0
"East Idaho News";"2025-09-14";2088;92;5;1;1;84;3;0
"Check Your Fact";"2025-09-14";1;0;0;0;0;0;0;0
"Raw Story";"2025-09-14";3331533;625988;19248;260;16006;618241;6088;0
"DPA";"2025-09-14";143483;11126;4176;30;233;11074;141;0
"NFL Analysis Network";"2025-09-14";40992;4632;24;7;19;4640;10;0
"Fangoria";"2025-09-15";0;0;0;0;0;0;0;0
"Bloody Elbow";"2025-09-15";0;0;0;0;0;0;0;0
"Cointelegraph";"2025-09-15";0;0;0;0;0;0;0;0
"France24";"2025-09-15";84268;5475;2608;24;463;5269;94;0
"NBA Analysis Network";"2025-09-15";36374;5300;90;13;6;5363;16;0
"Alternet";"2025-09-15";2441735;389729;16116;502;9587;384526;5282;0
"Stocktwits";"2025-09-15";230407;21608;458;34;272;21485;165;0
"On3.com";"2025-09-15";1282487;92770;1483;103;218;87384;401;0
"East Idaho News";"2025-09-15";7578;397;13;0;0;376;17;0
"Check Your Fact";"2025-09-15";0;1;0;0;0;0;0;0
"Raw Story";"2025-09-15";3272606;621668;23225;346;15170;607893;7670;0
"DPA";"2025-09-15";185530;16761;3859;38;496;16703;225;0
"NFL Analysis Network";"2025-09-15";148028;13487;75;27;84;13368;42;0
"Fangoria";"2025-09-16";0;0;0;0;0;0;0;0
"Bloody Elbow";"2025-09-16";0;0;0;0;0;0;0;0
"Cointelegraph";"2025-09-16";0;0;0;0;0;0;0;0
"France24";"2025-09-16";105516;5304;1748;16;197;5228;57;0
"NBA Analysis Network";"2025-09-16";30928;3016;43;2;7;3041;4;0
"Alternet";"2025-09-16";3933878;626226;13254;715;9556;613180;10858;0
"Stocktwits";"2025-09-16";197486;16573;429;33;330;16212;493;0
"On3.com";"2025-09-16";978028;69197;1014;81;179;66041;291;0
"East Idaho News";"2025-09-16";582;47;0;0;0;38;3;0
"Check Your Fact";"2025-09-16";0;0;0;0;0;0;0;0
"Raw Story";"2025-09-16";2093896;430740;20469;197;10190;423866;4387;0
"DPA";"2025-09-16";181289;12934;5771;18;579;12707;389;0
"NFL Analysis Network";"2025-09-16";53568;6422;49;16;20;6287;23;0
"Fangoria";"2025-09-17";0;0;0;0;0;0;0;0
"Bloody Elbow";"2025-09-17";0;0;0;0;0;0;0;0
"Cointelegraph";"2025-09-17";0;0;0;0;0;0;0;0
"France24";"2025-09-17";22501;1560;875;10;88;1478;19;0
"NBA Analysis Network";"2025-09-17";47024;3947;42;8;6;3956;4;0
"Alternet";"2025-09-17";2009088;293104;18284;378;7261;284560;4206;0
"Stocktwits";"2025-09-17";230161;23755;804;39;609;23275;483;0
"On3.com";"2025-09-17";931950;61548;1010;68;160;55976;339;0
"East Idaho News";"2025-09-17";3734;169;1;0;0;150;4;0
"Check Your Fact";"2025-09-17";0;0;0;0;0;0;0;0
"Raw Story";"2025-09-17";1905108;391255;23870;132;8039;385965;4461;0
"DPA";"2025-09-17";138855;9077;3991;28;331;8888;296;0
"NFL Analysis Network";"2025-09-17";36758;5618;36;3;10;5604;7;0
"Fangoria";"2025-09-18";0;0;0;0;0;0;0;0
"Bloody Elbow";"2025-09-18";0;0;0;0;0;0;0;0
"Cointelegraph";"2025-09-18";0;0;0;0;0;0;0;0
"France24";"2025-09-18";25534;988;1470;7;57;897;15;0
"NBA Analysis Network";"2025-09-18";56060;4733;51;13;18;4696;10;0
"Alternet";"2025-09-18";896370;205520;10747;238;3670;203368;2586;0
"Stocktwits";"2025-09-18";178453;22187;736;20;199;21871;192;0
"On3.com";"2025-09-18";812150;62635;827;65;136;58928;341;0
"East Idaho News";"2025-09-18";39;13;0;1;0;10;1;0
"Check Your Fact";"2025-09-18";2;0;0;0;0;0;0;0
"Raw Story";"2025-09-18";2097883;447161;22262;120;6676;441831;3959;0
"DPA";"2025-09-18";192596;20356;5787;59;626;20281;228;0
"NFL Analysis Network";"2025-09-18";19729;2322;26;9;8;2316;6;0
"Fangoria";"2025-09-19";0;0;0;0;0;0;0;0
"Bloody Elbow";"2025-09-19";0;0;0;0;0;0;0;0
"Cointelegraph";"2025-09-19";0;0;0;0;0;0;0;0
"France24";"2025-09-19";187207;6023;649;13;39;6136;54;0
"NBA Analysis Network";"2025-09-19";41046;4017;38;7;12;4029;8;0
"Alternet";"2025-09-19";1019652;193389;12078;222;3634;191372;2145;0
"Stocktwits";"2025-09-19";85700;10369;250;8;83;10220;110;0
"On3.com";"2025-09-19";685045;42331;614;31;105;39740;167;0
"East Idaho News";"2025-09-19";17;3;0;0;0;2;0;0
"Check Your Fact";"2025-09-19";1;0;0;0;0;0;0;0
"Raw Story";"2025-09-19";4099858;621978;25888;214;9033;613343;5489;0
"DPA";"2025-09-19";655099;72161;3711;111;713;70588;619;0
"NFL Analysis Network";"2025-09-19";67849;9078;30;18;27;9081;19;0
"Fangoria";"2025-09-20";0;0;0;0;0;0;0;0
"Bloody Elbow";"2025-09-20";0;0;0;0;0;0;0;0
"Cointelegraph";"2025-09-20";0;0;0;0;0;0;0;0
"France24";"2025-09-20";35852;2661;390;9;40;2536;33;0
"NBA Analysis Network";"2025-09-20";68062;7439;77;8;11;7502;17;0
"Alternet";"2025-09-20";1510481;236810;11589;231;5525;234165;2994;0
"Stocktwits";"2025-09-20";52557;6691;135;15;49;6631;63;0
"On3.com";"2025-09-20";1128157;82811;682;120;299;78683;412;0
"East Idaho News";"2025-09-20";17;1;0;0;0;1;0;0
"Check Your Fact";"2025-09-20";0;0;0;0;0;0;0;0
"Raw Story";"2025-09-20";3150766;591166;21005;260;9716;579769;5914;0
"DPA";"2025-09-20";279466;21165;2539;42;334;20327;176;0
"NFL Analysis Network";"2025-09-20";38627;4247;22;7;12;4113;11;0
"Fangoria";"2025-09-21";0;0;0;0;0;0;0;0
"Bloody Elbow";"2025-09-21";0;0;0;0;0;0;0;0
"Cointelegraph";"2025-09-21";0;0;0;0;0;0;0;0
"France24";"2025-09-21";57021;1962;465;17;58;1944;19;0
"NBA Analysis Network";"2025-09-21";42996;4711;49;16;8;4704;3;0
"Alternet";"2025-09-21";959556;185866;10305;199;3481;183342;2529;0
"Stocktwits";"2025-09-21";25035;2183;78;2;18;2139;32;0
"On3.com";"2025-09-21";986398;70226;863;72;267;66236;327;0
"East Idaho News";"2025-09-21";26;3;0;0;0;2;0;0
"Raw Story";"2025-09-21";3602337;581644;17751;280;10141;570889;6470;0
"DPA";"2025-09-21";156238;13436;5140;29;571;13172;247;0
"NFL Analysis Network";"2025-09-21";19699;2658;18;5;11;2635;5;0
"Fangoria";"2025-09-22";0;0;0;0;0;0;0;0
"Bloody Elbow";"2025-09-22";0;0;0;0;0;0;0;0
"Cointelegraph";"2025-09-22";0;0;0;0;0;0;0;0
"France24";"2025-09-22";88811;6441;1316;20;161;6336;107;0
"NBA Analysis Network";"2025-09-22";28644;2951;28;9;4;2911;9;0
"Alternet";"2025-09-22";1266564;226468;8423;211;2709;222572;2813;0
"Stocktwits";"2025-09-22";88663;6552;736;9;58;6351;107;0
"On3.com";"2025-09-22";982546;76668;1320;83;425;73719;534;0
"East Idaho News";"2025-09-22";11848;953;8;1;4;924;10;0
"Raw Story";"2025-09-22";4059625;651963;22541;279;12398;640312;7102;0
"DPA";"2025-09-22";100334;5200;4626;22;488;5010;160;0
"NFL Analysis Network";"2025-09-22";27463;3864;26;4;11;3846;13;0
"Fangoria";"2025-09-23";0;0;0;0;0;0;0;0
"Bloody Elbow";"2025-09-23";0;0;0;0;0;0;0;0
"Cointelegraph";"2025-09-23";0;0;0;0;0;0;0;0
"France24";"2025-09-23";386175;43921;626;102;225;43737;132;0
"NBA Analysis Network";"2025-09-23";28631;1779;15;4;0;1778;7;0
"Alternet";"2025-09-23";791605;136498;11357;199;2096;132752;2188;0
"Stocktwits";"2025-09-23";96012;7285;299;6;53;7162;106;0
"On3.com";"2025-09-23";1086001;88463;971;88;506;83890;779;0
"East Idaho News";"2025-09-23";0;0;0;0;0;0;0;0
"Check Your Fact";"2025-09-23";1;0;0;0;0;0;0;0
"Raw Story";"2025-09-23";4371931;688590;16735;367;16125;673457;8510;0
"DPA";"2025-09-23";84289;5235;2879;16;264;5154;110;0
"NFL Analysis Network";"2025-09-23";61742;15272;86;12;63;15257;20;0
"Fangoria";"2025-09-24";0;0;0;0;0;0;0;0
"Bloody Elbow";"2025-09-24";0;0;0;0;0;0;0;0
"Cointelegraph";"2025-09-24";0;0;0;0;0;0;0;0
"France24";"2025-09-24";268321;26850;889;52;211;26517;101;0
"NBA Analysis Network";"2025-09-24";49815;4302;29;5;7;4301;12;0
"Alternet";"2025-09-24";971205;190773;12010;217;4969;189207;2359;0
"Stocktwits";"2025-09-24";103511;8193;191;11;37;7914;96;0
"On3.com";"2025-09-24";727712;51103;682;55;137;47974;319;0
"East Idaho News";"2025-09-24";5998;406;4;2;3;400;2;0
"Check Your Fact";"2025-09-24";2;0;0;0;0;1;0;0
